MEDIO;SOPORTE;URL;TIPO DE MENSAJE;CONTENIDO A ANALIZAR;INTENSIDAD;TIPO DE ODIO;TONO HUMORISTICO;MODIFICADOR;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;votos ilegales llama a trumo a los ciudadanos de 2ÃÂª norteï½mericanos ... incluso a los de 3ÃÂª.... que los pobres diablos creerï½ï½an que por ir a votar tambiï½n les cobraban...;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;washington en alerta hasta la toma de posesiï½n del nuevo presidente, ver para creer, cuanto daï½ï½o hacen gobernantes como trump,  aunque hayan sido elegidos con los votos democrï½ticos de los ciudadanos. aviso para futuros votantes;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;y a las hordas independentistas que ya intentaron asaltar el parlament. los del pp y vox no han intentado nada semejante.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;y ahora parece que se van a recontar votos en algunos estados. que miedito. ahora resulta que ganarï½ trump. haber quien vï½ a hacer algo en las elecciones que no deberï½ï½a. uy uy uy.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;y crean que algunos pensaban fehacientemente que eso era precisamente el peligro. esa dinï½mica que maraca toda la historia de los uk.  desde los problemas para formar una monarquï½ï½a, al momento de casi conseguirla y ser totalmente abortado por esa tendencia 'parlamentaria'. no quieren negociar seï½ï½ores. imponer. es el resultado de esa tradiciï½n.  no obedece a un esquema claro de ï½rgano con funcionamiento legislativo eficaz y orientado a leyes. busca el mantenimiento de la tradiciï½n. y sepan seï½ï½ores que aunque quieren tergiversarlo, de las historias mï½s terrorï½ï½ficas en este universo. no la ï½nica pero si destacan entre ellos.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;y es que siguen con el sueï½ï½o del paraï½ï½so. y no. hay que construir un pais que no* se ha hecho todavï½ï½a. en el que ser ciudadano significa mucho que parece bueno y bastante que parece malo. ambas cosas. en que la virtud del ciudadano reside en promocionar la semejanza y no las diferencia. diferencias que habrï½ y que en su medida hay que dejar expresarlas. pero no puede convertirse en un reclamo de la diferencia.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;y ese congreso ha declarado que su jefe debe ser reevaluada en cuanto a conocimientos y lealtad a una democraci liberal realista del sentido comï½n que sus fundadores propusieron y quedï½ aprobada por lo que se consideraba el poder en su momento. sra.pelosi, reflexione un poco.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;y ese congreso ha declarado que su jefe debe ser reevaluada en cuanto a conocimientos y lealtad a una democracia liberal realista del sentido comï½n que sus fundadores propusieron y quedï½ aprobada por lo que se consideraba el poder en su momento. sra.pelosi, reflexione un poco.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;"y finalmente donald trump; ese niï½ï½o grande, maleducado, egoï½ï½sta y enrabietado... va a conseguir que mï½s de medio mundo respire aliviado con un solo gesto suyo. ÃÂÃÂÃÂlargarse de la casa blanca!!! ÃÂno tiene asesores o ya los ha despedido? parece que lo ï½nico que tiene en exceso es el dinero, no se le conocen otras ""cualidades"". segï½n fuentes fidedignas; no tiene intenciï½n de gastar un solo ""Ã¢ÂÂ¬"" (de los suyos) en defender lo indefendible con uï½ï½as y dientes (un ejï½rcito de abogados), cuyas nï½minas serï½n abonadas por, ÃÂ....?";0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;y la prensa no afï½ï½n, como la presente, tambiï½n, porque ni dios coloca hoy aquï½ï½ un mensaje :d;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;y mientras tu amadisima consigue sueï½ï½os, tï½, barlow, palpas a whitman desde las fronteras que te rompiï½ cuando eras niï½ï½o. hoy vientos del estrecho, vento.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;y no creo que ni se haya despertado aï½n. es un sueï½ï½o, sï½ï½. estirado y peligroso por sï½ï½ mismo y eso. pesadilla que pocos o ninguno estï½n por no causar de alguna manera.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;y por esa razï½n ya tiene permitido todo lo demï½s: ser racista, misogino, apoya a la extrema derecha, no pagar impuestos, utilizar la presidencia para hacerse seguir haciï½ndose rico en sus negocios particulares, perdonar a sus amiguitos declarados culpables, tirar de nepotismo y colorar a su hija, su yerno, y compaï½ï½ï½ï½a... y que todo esto sea malo, no, no depende del color con que se mira, sino de honestidad y responsabilidad.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;y por favor publiquen las respuestas que no rompen normas.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;y quï½ ac titud adoptan sus seguidores mï½s fieles...;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;y recordemos que aquï½ï½ tenemos al pp y sobre a vox muy amigos detrump.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;y se atreven a seguir bloqueando, arrasando, censurando, tergiversando, sustituyendo.  incluso aquello que ha podido sobrevivir y estï½ escondido tras el polvo. todo lo que tocan. errï½neos sus planteamientos desde el principio. imposible que obtengan nada que no lo sea tambiï½n. porque no. la soluciï½n tampoco estï½ en lo novedoso que ni puede ni quiere aprender de lo pasado. estï½ escondida en ese pasado. pisoteada, escondida,  llena de polvo si no y orgullosos de hacer que asï½ï½ sea.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;y sigue amenazando....cuando ha puesto en guardia a todos los poderes legï½ï½timos...el dï½ï½a que lo encierren dormirï½ tranquilo y no necesitarï½ metaanfetamina.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;y un buen cava, pero no un champagne. es una buena noticia, pero no la mejor que podï½ï½a darse...;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;y verï½n. solo hace falta que de alguna manera gane biden y pensarï½n que pueden seguir igual. con trump ya saben que lo serï½ï½a. a seguir estirando. no se puede queriendo ser unos inconscientes.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;ya no me acuerdo de dï½nde, pero leï½ï½ hace tres o cuatro dï½ï½as lo bien que lo estaba haciendo nueva york en comparaciï½n con madrid. como dice el proverbio no sï½ si chino, persa o ï½rabe, siï½ntate a la puerta de tu casa y verï½s pasar el cadï½ver de tu enemigo o, en este caso, espï½rate unos dï½ï½as y leerï½s al mismo autor inventarse una ingeniosa explicaciï½n de por quï½ las cosas son exactamente al revï½s de lo que acababa de decir. ÃÂpor quï½ no reconocen de una vez todos los participantes (polï½ï½ticos, periodistas, mï½dicos) que no tienen la menor idea de quï½ hacer ni por quï½?;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;ya queda poco de trump. por su acaso, que le corten el hilo del botï½n de las armas nucleares y que lo conecten a una mï½sica para que se oiga si le da la locura..... pero que no hagan un mï½rtir. solo falta eso.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;ya tiene 279. biden gana en nevada;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;ya, por fin!!!! biden presidente;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;yap, lo que quieras,  pero ha gobernado cuatro aï½ï½os. igual que puigdemont o torra, agitando lemas falsos, falaces, xenï½fobos. eso quiere decir que de puede hacer, fï½cilmente. y que otros vendrï½n a hacer lo mismo.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_2c1587c5;COMENTARIO;yo brindarï½ por esa victoria con cava, no con champagne. es una excelente noticia, pero no la mejor que podï½ï½a darse.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_1128f733;COMENTARIO;"el joven espaï½ï½ol david cï½novas (alhama de murcia, 1997), conocido en internet como thegrefg, ha roto este lunes todos los registros mundiales de una emisiï½n en twitch, la plataforma propiedad de amazon de retransmisiones en directo. a las 22.40, despuï½s de dos horas y 39 minutos de streaming, ha reunido en su canal a 2.470.347 espectadores, convirtiï½ndose en el contenido mï½s visto en la historia de la plataforma.ÃÂ thegrefg presentaba su skin en fortnite, esto es la imagen y baile que ha elaborado bajo su nombre para el popular videojuego desarrollado por epic games. el anterior rï½cord estaba en poder de una competiciï½n del videojuego cs:go en enero de 2018 con 1,1 millones.la audiencia alcanzada por thegrefg sitï½a nuevamente a la comunidad espaï½ï½ola de creaciï½n de contenido a la vanguardia mundial de twitch. en nochevieja, ibai llanos (bilbao, 1995) se atreviï½ a retransmitir durante cinco horas las campanadas. nada mï½s llegar a medianoche, el antiguo narrador de deportes electrï½nicos y ahora streamer de g2 esports, reuniï½ en su canal a mï½s de 550.000 espectadores, superando a cadenas de televisiï½n tradicionales como cuatro y la sexta. en su momento, se convirtiï½ en la tercera emisiï½n mï½s vista en la historia de la plataforma.en el caso de thegrefg, que ya logrï½ reunir el aï½ï½o pasado a mï½s de 600.000 espectadores durante un evento de fortnite, llama la atenciï½n que haya alcanzado el rï½cord tan solo con su propia imagen frente a la cï½mara. lo ï½nico que alimentaba el directo era ï½l mismo. no se trataba de una competiciï½n, o de alguien famoso jugando o de un formato transgresor, como el que puso en prï½ctica llanos. con una camisa blanca, un traje rojo y su personalidad ha visto cï½mo el contador de espectadores no paraba de crecer hasta alcanzar el pico durante la presentaciï½n. de hecho, la comunidad espaï½ï½ola de twitch, asï½ï½ como jugadores internacionales de fortnite, han animado a la gente a travï½s de redes sociales a que se sumara a la retransmisiï½n.para un tï½ï½tulo como fortnite, esta presentaciï½n era uno de los dï½ï½as seï½ï½alados en rojo por sus jugadores en el calendario. habï½ï½a mucha expectaciï½n porque epic games habï½ï½a retrasado un aï½ï½o este contenido. casi se habï½ï½a convertido en motivo de risa dentro del mundillo y las bromas iban y venï½ï½an sobre la famosa skin de thegrefg, que, como godot, nunca llegaba. finalmente, estarï½ disponible en la tienda del videojuego a partir del prï½ximo 16 enero.la plataforma de modael rï½cord de thegrefg no deja de ser un ejemplo mï½s de lo bien que le ha sentado la pandemia a twitch. nacida como una plataforma para retransmitir en directo partidas de videojuegos, ha evolucionado en el ï½ltimo aï½ï½o para darï½ cabida a contenidos mï½s variados y se ha convertido en una de las plataformas del momento, capaz de competir con gigantes del entretenimiento como netflix y hbo. de acuerdo con los datos de twitchmetrics, durante el mes de diciembre, los usuarios vieron mï½s de 10 millones de horas del contenido creado por llanos; mï½s de siete de auronplay (badalona, 1988); y mï½s de cinco de otros streamers espaï½ï½oles como el propio cï½novas y rubius. si comparamos las cifras a nivel mundial con las del aï½ï½o pasado, el incremento de horas consumidas roza el 30%, superando los 1.200 millones en total.si nos fijamos en la cantidad de personajes alejados del mundo de los videojuegos que se han dejado caer por twitch, tambiï½n encontramos mï½s evidencias del impacto que tiene actualmente como forma de entretenimiento. con la excusa de su aficiï½n a los videojuegos, la congresista estadounidense alexandria ocasio-cortez, la modelo laura escanes, el youtuber y productor musical jaime altozano, la cantante bely basarte, el humorista ï½ngel martï½ï½n y la divulgadora rocï½ï½o vidal se han acercado a nuevos pï½blicos a travï½s de las retransmisiones en directo. lo mismo pasan el rato emitiendo una partida de among us que filosofando sobre la vida. cada uno con su estilo congrega a miles de espectadores nada mï½s pulsar el botï½n de directo.en apenas dos semanas, los streamers espaï½ï½oles han copado los primeros puestos de twitch. su peso es aï½n mayor si sumamos a toda la comunidad hispanohablante, con creadores de contenido como los argentinos coscu o papomc. con el rï½cord thegrefg de este lunes se confirma que esta plataforma se ha convertido en rival de netflix o de las televisiones convencionales como oferta de entretenimiento. los nï½meros estï½n ahï½ï½: su retransmisiï½n estuvo al nivel de la audiencia de los telediarios y muy cerca de programas icï½nicos, como el hormiguero o pasapalabra.";0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_62b7ac8e;COMENTARIO;"la realidad virtual y la realidad aumentada cada vez ocupan una cuota mayor de mercado, segï½n statista. gigantes tecnolï½gicos como microsoft, facebook, htc o lenovo invierten desde hace tiempo en esta tecnologï½ï½a. y apple no quiere quedarse fuera de juego. la compaï½ï½ï½ï½a de cupertino prepara un casco de realidad virtual para 2022 y unas gafas de realidad aumentada para 2023, segï½n cuenta en bloomberg mark gurman, el informador por excelencia de todo lo que se cocina en la misteriosa trastienda de apple.la compaï½ï½ï½ï½a suele apostar por la tecnologï½ï½a de consumo emergente Ã¢ÂÂdesde reproductores de mï½sica a smartphones, relojes inteligentes o tabletasÃ¢ÂÂ y hacer que cualquier usuario pueda usarla fï½cilmente. pero en este caso, el gigante tecnolï½gico no buscarï½ï½a cosechar el ï½xito que consigue con sus iphone. bloomberg asegura que su objetivo es crear un casco de realidad virtual de nicho de alta gama. de esta forma, prepararï½ï½a a los desarrolladores y a los early adopters para unas gafas de realidad aumentada mï½s convencionales.apple planea lanzar este dispositivo, como pronto, en 2022 con la idea de competir con las oculus de facebook; las playstation vr, de sony; y las alternativas de htc. asï½ï½ lo asegura el conocido filtrador, que afirma que la compaï½ï½ï½ï½a de cupertino tiene Ã¢ÂÂexpectativas de ventas conservadorasÃ¢ÂÂ. llegar con este casco al pï½blico general puede resultar complicado. el primer casco de realidad virtual de apple serï½ï½a, en principio, mï½s caro que los de la competencia. el precio de la mayorï½ï½a de opciones en el mercado parten de los 200 euros e incluso llegan a superar los 1.000 euros.el dispositivo, principalmente de realidad virtual, estarï½ï½a pensado para jugar, ver vï½ï½deos y comunicarse en un entorno digital 3d. el prototipo incluye ademï½s cï½maras externas para habilitar algunas funciones de realidad aumentada, siempre segï½n bloomberg. esta tecnologï½ï½a sirve para superponer capas digitales en un entorno del mundo real. apple estarï½ï½a probando el uso de estas cï½maras para seguir las manos del usuario y tambiï½n para permitirle escribir en el aire. gurman vaticina que las funciones de realidad aumentada de este aparato serï½ï½an limitadas.el casco incluirï½ï½a algunos de los chips mï½s avanzados y potentes de la compaï½ï½ï½ï½a y tambiï½n pantallas con una alta resoluciï½n. ademï½s, gracias a una baterï½ï½a, estarï½ï½a diseï½ï½ado para funcionar como un dispositivo independiente es decir, sin necesidad de conectarse a una pared o un ordenador mac. serï½ï½a similar a utilizar las oculus quest 2 de facebook.por el contrario, algunas gafas como las playstation vr tienen que ir conectadas a la consola. apple no ha terminado todavï½ï½a de desarrollar el casco de realidad virtual, pero este se encuentra muy avanzado, segï½n bloomberg. aun asï½ï½, cabe la posibilidad de que la compaï½ï½ï½ï½a cambie sus planes de lanzamiento o incluso los descarte.del mismo modo, apple estï½ explorando quï½ utilidad pueden tener estas gafas. la realidad virtual todavï½ï½a es una tecnologï½ï½a incipiente. aunque cada vez hay mï½s casos de uso, especialmente en el mundo de los juegos, el contenido creado para este tipo de aparatos por el momento es bastante limitado. el aï½ï½o pasado, apple adquiriï½ nextvr. esta empresa especializada en el streaming de vï½ï½deo de realidad virtual ha retransmitido eventos de la nba, la liga profesional de hockey sobre hielo de ee uu y canadï½ nhl e incluso la wwe ofreciendo una experiencia de 360 grados a los espectadores.por otro lado, apple tambiï½n trabaja en unas gafas de realidad aumentada, segï½n gurman. el desarrollo de este aparato todavï½ï½a se encuentra Ã¢ÂÂen una etapa tempranaÃ¢ÂÂ. aunque el gigante tecnolï½gico se habrï½ï½a marcado el objetivo de presentar estas gafas en 2023, podrï½ï½an pasar varios aï½ï½os hasta que realmente lo haga. para la compaï½ï½ï½ï½a, las gafas de realidad aumentada son un producto mucho mï½s convencional, pero tambiï½n mï½s difï½ï½cil de lanzar.y con precios prohibitivos. las hololens 2 de microsoft, que buscan un hueco en el ï½mbito laboral, y las magic leap se venden por 3.500 y 2.295 dï½lares Ã¢ÂÂunos 2.880 y 18.88 eurosÃ¢ÂÂ respectivamente. ademï½s, crear unas gafas de realidad aumentada conlleva un gran desafï½ï½o tï½cnico, ya que deben estar equipadas con dispositivos electrï½nicos pequeï½ï½os, potentes y eficientes para superponer notificaciones, direcciones de mapas y otra informaciï½n, al mismo tiempo que admiten conectividad a internet y aportan una buena autonomï½ï½a.obstï½culos en el desarrolloapple se ha encontrado con varios obstï½culos para desarrollar el casco de realidad virtual, segï½n gurman. los potentes procesadores y la inclusiï½n de un ventilador hicieron que, en un principio, el dispositivo fuera demasiado grande y pesado. este inconveniente podrï½ï½a provocar dolor cervical a los usuarios. para evitarlo, bloomberg indica que apple ha eliminado el espacio que normalmente reservan los cascos de realidad virtual para aquellos usuarios que llevan gafas. de esta forma, ha conseguido reducir el tamaï½ï½o del casco.para aquellos usuarios con problemas de visiï½n que normalmente lleven gafas y quieran utilizar el aparato, apple habrï½ï½a desarrollado un sistema que les permitirï½ï½a insertar lentes graduadas hechas a medida dentro del casco sobre las pantallas. esta decisiï½n podrï½ï½a exponer al gigante tecnolï½gico a cumplir las regulaciones que rigen la venta de productos con recetas, que ademï½s pueden diferir de unos paï½ï½ses a otros.para reducir aï½n mï½s el peso del dispositivo, apple estarï½ï½a planeando usar un exterior de tela. normalmente la compaï½ï½ï½ï½a opta por diseï½ï½os metï½licos en sus aparatos, aunque no serï½ï½a la primera vez que los adapta a las necesidades. por ejemplo, ha usado plï½stico para dispositivos como los airpods, que deben ser poco pesados, y telas para mejorar la acï½stica de sus altavoces.";0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_c26d1965;COMENTARIO;ÃÂsoliviantar? pero en que mundo imaginario vive usted... trump ha estado a punto de realizar un golpe de estado. y aï½n no ha recibido el castigo que merece a esta alta traiciï½n. ni sus fanï½ticos seguidores tampoco. hay que dejï½rselo claro a uno y a otros.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_c26d1965;COMENTARIO;amazon, twitter y facebook estï½n haciendo lo correcto. mejor tarde que nunca. y a partir de ahora podrï½n cambiar para que ese atajo de salvajes que arenga trump no vuelva a tener ninguna oportunidad de repetir su ofensa. por fin van a tener un presidente que no toma represalias contra empresas segï½n sus caprichos personales o sus intereses de negocio personales.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_c26d1965;COMENTARIO;esta censura y la humillaciï½n de suponerle capaz de utilizar el arsenal nuclear contra sus ciudadanos, pelosi, soliviantarï½ aun mï½s a 72 millones de ciudadanos. cuanta torpeza.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_c26d1965;COMENTARIO;esto lo veo contraproducente. no se puede poner puertas a internet, y ponerlas puede salir muy caro a todos. las personas con ideas radicales existen nos guste o no, de extrema derecha y de extrema izquierda, y apartarlos en grupï½sculos aislados no lo va a arreglar. no se les va a silenciar, podrï½n autoproclamarse como vï½ï½ctimas atacadas por el sistema, como verdaderos adalides de la libertad y encima se encerrarï½n aï½n mï½s es una cï½mara de eco en la que todos sus seguidores y comentaristas pensarï½n como ellos y les darï½n la razï½n, reforzando a los convencidos (cosa que no se puede evitar) y peor aun, terminando de convencer a los que dudan, los ï½nicos que realmente importan y que solo estando en una comunidad amplia y diversa en la que se discute abiertamente podrï½ï½a reforzarse esta duda hasta que den la espalda a los extremistas. aislar no lo veo una soluciï½n.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_c26d1965;COMENTARIO;google retira la aplicaciï½n de parler, la red donde se refugian muchos seguidores de trump;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_c26d1965;COMENTARIO;la torpeza es  no hacer nada en estos casos. hugo chavez en venezuela comandï½ o instigï½ dos intentos de golpe y lo perdonaron. al poco tiempo regresï½ con mï½s fuerza y apoyos. el resultado de ese perdï½n ya es historia conocida.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_c26d1965;COMENTARIO;las grandes tecnolï½gicas han puesto cerco a parler, una red social que ha experimentado un enorme crecimiento en los ï½ltimos meses y donde se han refugiado seguidores del presidente de estados unidos, donald trump, descontentos con las polï½ï½ticas de moderaciï½n de twitter y facebook para frenar el discurso del odio y los contenidos que instigan la violencia. apple se ha unido este sï½bado a alphabet inc Ã¢ÂÂpropietaria de googleÃ¢ÂÂ y ha retirado el servicio de parler de su tienda de aplicaciones. amazon, por su parte, ha asegurado que dejarï½ de alojar a parler en sus servidores este domingo por la noche (el lunes en espaï½ï½a) por reiterado incumplimiento de sus polï½ï½ticas, segï½n adelantï½ el medido digital buzfeed, lo que significarï½ que sus servicios dejarï½n de estar disponibles. las tres compaï½ï½ï½ï½as consideran que la plataforma no ha hecho lo suficiente para atajar la violencia ni moderar mensajes como los que llevaron a cientos de seguidores de trump a asaltar el pasado miï½rcoles el capitolio.Ã¢ÂÂpara que podamos distribuir una aplicaciï½n a travï½s de google play necesitamos que las aplicaciones implementen una moderaciï½n sï½lida para el contenido difamatorio. a la luz de esta amenaza a la seguridad pï½blica actual, suspenderemos los listados de la aplicaciï½n [parler] en play store hasta que solucione estos problemasÃ¢ÂÂ, explicï½ este viernes google a travï½s de un comunicado difundido por la agencia reuters. Ã¢ÂÂapoyamos que la diversidad de puntos de vista estï½n representados en nuestra tienda de aplicaciones, pero no hay lugar en nuestra plataforma para las amenazas y la actividad ilegalÃ¢ÂÂ, ha asegurado este sï½bado apple en un comunicado. esta ï½ltima empresa habï½ï½a dado 24 horas a la red para que presentara un plan de moderaciï½n detallado.tras las acciones tomadas por los dos gigantes tecnolï½gicos, que controlan prï½cticamente los sistemas operativos del 100% de los telï½fonos mï½viles, parler dejaba de estar disponible para nuevas descargas en las principales tiendas de aplicaciones para telï½fonos inteligentes, aunque todavï½ï½a podï½ï½a descargarse a travï½s de navegadores mï½viles. sin embargo, esta posibilidad tambiï½n se esfuma tras la decisiï½n de amazon, que implica que la plataforma entera desaparecerï½ de internet salvo que logre encontrar antes un nuevo alojamiento. en un mensaje en la propia red social, el ceo de parler, john matze, acusï½ a las tecnolï½gicas de urdir un ataque coordinado contra su compaï½ï½ï½ï½a y admitiï½ que es posible que los servicios de su empresa dejen de estar disponibles durante una semana, hasta que logren reconstruirse Ã¢ÂÂdesde ceroÃ¢ÂÂ.los anuncios siguen a la suspensiï½n definitiva de la cuenta personal de trump en twitter, su principal instrumento de comunicaciï½n durante su mandato, por el riesgo de que pudiera incitar a la violencia. precisamente parler ganï½ mucha popularidad entre los seguidores de trump tras los cambios en las normas de comportamiento implementados por facebook y twitter desde principios del 2020 para plantar cara a las noticias falsas, la desinformaciï½n y el discurso de odio, en el marco de la pandemia del coronavirus y las elecciones estadounidenses.parler, que se presenta como la alternativa de la Ã¢ÂÂlibertad de expresiï½nÃ¢ÂÂ frente a twitter y facebook, se habï½ï½a convertido en los ï½ltimos meses en una especie refugio para los tuiteros mï½s derechistas suspendidos de la red social o que, decepcionados por las nuevas polï½ï½ticas de privacidad y publicaciï½n en las principales plataformas, buscaban un espacio Ã¢ÂÂsin censuraÃ¢ÂÂ, como suele venderse esta red social, a la que no le gusta cargar con el sambenito con que habitualmente se la define, Ã¢ÂÂla red de la ultraderechaÃ¢ÂÂ. Ã¢ÂÂen agosto de 2020 parler (que surgiï½ en 2018) sumaba su primer millï½n de usuarios y se situaba tï½ï½midamente como una alternativa a twitter. para noviembre, la red social habï½ï½a despegado. justo despuï½s de la jornada electoral estadounidense, incrementï½ ocho veces su nï½mero de usuarios con respecto al mes de julio. Ã¢ÂÂla semana pasada [del 2 al 8 de noviembre durante la contienda electoral estadounidense] tenï½ï½amos cerca de 4,5 millones de miembros. ahora tenemos ochoÃ¢ÂÂ, explicaron entonces fuentes internas a el paï½ï½s. si bien parler aï½n estï½ a aï½ï½os luz de twitter Ã¢ÂÂque tiene mï½s de 175 millones de usuariosÃ¢ÂÂ las cifras que detalla la compaï½ï½ï½ï½a no son bajas, considerando el tiempo en el que ha logrado conseguirlas.pero parler no ha sido el ï½nico refugio. cientos de usuarios descontentos por las recientes acciones de twitter y facebook contra comentarios y publicaciones en sus plataformas han llevado sus  cuentas a la aplicaciï½n de mensajerï½ï½a instantï½nea telegram (competencia de whatsapp, propiedad de facebook) y a la plataforma gab, una red social en inglï½s conocida por tener una gran cantidad de usuarios de extrema derecha y cuyo sitio permite leer y escribir mensajes multimedia de hasta 300 caracteres conocidos como gabs.puedes seguir a el paï½ï½s tecnologï½ï½a retina en facebook, twitter, instagram o suscribirte aquï½ï½ a nuestra newsletter.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_c26d1965;COMENTARIO;un poco tarde la reacciï½n de los google, apple, twitter  o amazon de turno. cuando el daï½ï½o ya estï½ hecho, no vayan a acusarles de la complicidad que han demostrado estos cuatro aï½ï½os, ahora toman medidas una vez el tirano fuera de juego. que valientes...;0.0;;;;;;;;;;
EL MUNDO;TWITTER;URL_a60f3ae6;COMENTARIO;vaya, como mi cuenta !!;0.0;;;;;;;;;;
EL MUNDO;TWITTER;URL_08e5f884;COMENTARIO;"siguiendo con su polï½ï½tica de arruinar el paï½ï½s para generar estï½magos agradecidos. despotismo puro i duro, ""todo para el pueblo, pero sin el pueblo""";0.0;;;;;;;;;;
EL MUNDO;TWITTER;URL_337b9f72;COMENTARIO;modo vendehumo campaï½ï½a electoral;0.0;;;;;;;;;;
EL MUNDO;TWITTER;URL_b01dc1df;COMENTARIO;ÃÂy este tipo quiï½n es?;0.0;;;;;;;;;;
EL MUNDO;TWITTER;URL_e6c3423b;COMENTARIO;que no tengan prisa ninguna, el dï½ï½a 4, tranquilamente, ya que entren y les lleven un chocolate con churros a todos.;0.0;;;;;;;;;;
EL MUNDO;TWITTER;URL_74dc01ee;COMENTARIO;"podemos destinar antes los fondos para el mantenimiento de la casa real y la financiaciï½n de partidos y luego ya vamos viendo. ya el covid, las ayudas a autï½nomos etc.. no son importantes? cada dï½ï½a...
una nueva proposiciï½n de barra de bar de mr quitanieves.";0.0;;;;;;;;;;
EL MUNDO;TWITTER;URL_9fad7534;COMENTARIO;que vergï½ï½enza, ni para hacer algo bonito por los demï½s se ponen de acuerdo..... empezamos bien el aï½ï½o....;0.0;;;;;;;;;;
EL MUNDO;TWITTER;URL_5d34d926;COMENTARIO;que sinvergï½ï½enza!!!!;0.0;;;;;;;;;;
ABC ;TWITTER;URL_fa674e66;COMENTARIO;no nos aclaramos, esta vez no hay brecha salarial entre hombre y mujer;0.0;;;;;;;;;;
EL MUNDO;TWITTER;URL_c8ea9b3c;COMENTARIO;pero la droga no la dejo antes de entrar en el congreso?;0.0;;;;;;;;;;
EL MUNDO;TWITTER;URL_90dee3fa;COMENTARIO;es el mejor de la historia y se merece mas. porque no publican cuanto se gana bartomeu y la directiva esa de  mierda a ver  quien es mas rentable para el club;0.0;;;;;;;;;;
ABC ;TWITTER;URL_3fbb4a88;COMENTARIO;anda que no estï½ contento el nacho cano con la publicidad gratuita a nivel nacional. palmadas con las orejas, oye !!!;0.0;;;;;;;;;;
ABC ;TWITTER;URL_934b2f25;COMENTARIO;conspiraciï½n mundial de soros y algunos masones. o algo parecido;0.0;;;;;;;;;;
ABC ;TWITTER;URL_a2cc1611;COMENTARIO;"que no hay virus, es una conspiraciï½n de todos los dirigentes, polï½ï½ticos y cientï½ï½ficos drl mundo, contra sus propios intereses.
lo dicen los twitteros, que esos sï½ï½ que saben.
ah, y la tierra es plana y trump ganï½ las elecciones...
joder !!!";0.0;;;;;;;;;;
EL MUNDO;TWITTER;URL_0879e307;COMENTARIO;ya!!! que le conocemos;0.0;;;;;;;;;;
